NHD_NAME,NHD_NUM,white40,nonwhite40,white50,black50,white60,black60,white70,black70,white80,black80,white90,black90,white00,black00,white10,black10,white11,black11,white12,black12,white13,black13,white14,black14,white15,black15,white16,black16,white17,black17
Kosciusko,20,13094.55576084886,1417.1761121284735,12163.882471407635,1136.5745873954963,6762.523110448232,659.5887180591267,1372.588092894279,1206.6138511483389,1021.6971801697969,1121.7868541662137,965.2778419505701,763.5872701967542,533.1456642116918,792.5271660301337,1824.7953813630868,987.078214445791,1867.6597530443023,841.43746654452,1938.3026156205635,936.220034589056,1944.3251815154563,958.7617701504247,1941.956472195735,938.0048790581193,1899.365038613955,919.0517349372125,1725.5458655319085,972.9237573096729,1651.6981261678889,1028.9046555582888
Shaw,27,15609.447967997588,27.980038671296164,16034.86669501608,25.246746598775438,14747.879277786224,14.007187616461508,11457.957949739977,410.29505747176637,6284.785573805906,2522.3221294997684,3832.4547348612978,3990.6552033864937,2417.2040832280873,4668.559509498716,2840.772177797606,2728.729264139881,2845.1219155866925,2707.640004782716,2797.807547589846,2745.2658823110755,3058.3269980792797,2600.8564492733226,3386.643233938842,2100.8097552438667,3087.415994211125,2580.6492935747588,3169.0018345214135,2322.4287997181577,3509.1821833269146,2105.4932372489316
Southwest Garden,13,10826.341743704941,365.6623522731138,10921.496901669794,488.66376670234007,10834.461459916292,553.2258025217943,7925.615141026635,381.48785019730497,5731.305299566231,542.3838819515611,4844.615464951903,772.6016160354698,3734.244178199292,1003.2886895770005,3516.409489398893,777.1666874067406,3547.8542242865706,651.5524586149821,3632.6253349816957,383.95341051799403,3507.0954284112045,464.9053844014559,3440.7668657125096,842.3078425655244,3557.850352566083,888.6929204784384,3696.2462297483257,973.0931685823716,3508.73603372112,1083.9865923740244
Clifton Heights,11,3836.7536539802854,1.1566793845915302,4028.79206029315,1.9407674890308484,4041.7805586628174,0.4542576360033613,3423.917030933656,6.378402860964532,2862.6369740997816,3.786124786657195,2622.2713728401473,13.963335993747378,2453.5191390367286,91.68014680571153,2090.3624190952455,106.90837234240344,1948.7203910366206,106.66893929361649,1942.0450965401446,121.6993795155162,1987.250558717386,106.06852283455115,2002.921785931654,86.70735113117229,2006.7267697225093,102.26574621884852,2064.1501229873684,104.1260817235494,2021.5597511649692,85.43935727327445
LaSalle Park,34,6354.077333991754,121.89081327675044,7027.73433823596,131.16454194037146,4494.67963771054,462.8762165424639,1654.2152443401849,1668.0125928155778,604.2303641691502,1486.577518960129,598.673233720822,949.7487275350447,537.8299139499046,799.3619579590069,293.50227656292486,400.0244684671163,261.5577718453727,389.6175345809999,278.11815400597,439.5951120483435,288.0284873500347,450.2874338701857,330.85019788515046,436.5426230246182,354.21468089402987,408.3708410451494,349.3078352673173,434.89642954833425,284.8804735521527,461.9763100368264
Peabody Darst Webbe,33,5236.168488627221,79.36001280592572,6032.651057364377,94.3372111780129,4015.6815650717613,510.1630943047401,1316.249737251404,1618.445140984695,565.7814482123039,1451.196253896917,466.398725354819,898.811945457143,362.0476421126332,746.9346596520401,406.7310619247335,465.54134882643166,359.86107298344734,461.72397739184294,360.2815263687239,499.8034536104615,373.5195194709114,526.893321297579,430.0160526183013,481.22641266294585,471.0918008726701,445.93500140963687,514.1567597087837,475.01545161190126,498.0536801305515,504.25588583290994
Lafayette Square,32,7335.283266199617,1278.7696129125004,8076.936732938532,1717.3622047284214,5436.766834928443,1419.7851351173056,1927.7132562938443,1854.5754642138645,1072.3723663347707,1335.1986265809337,938.1448486261928,1133.645943509017,684.7976456076913,1049.8065561021274,757.8470514216285,761.0826024441982,678.5512344901988,756.66252251795,676.9691585716115,809.0243883628826,698.8107393566195,858.0651365840064,789.3743804531555,771.3512272298226,856.5856223504371,714.3627833611419,938.4266486532566,760.0211766932246,937.3888349579787,805.1792886289867
Ellendale,10,3739.4517994986772,8.506937711622125,4393.754479608332,5.842919122836082,4648.638429318366,1.3595386435361259,3988.360342159191,12.924361219529501,3020.4022825867974,18.54659677917765,2365.5969017830075,55.02880627960761,1881.9025462457537,179.2719461002,2445.537305092004,246.6635556652452,2267.069984996706,356.5712440204429,2277.9322382940145,253.7307483912237,2343.1271375810347,311.15588746473276,2363.3672210621653,208.10972470896854,2394.189339362559,140.9480528244809,2324.617311844461,150.18699191936346,2422.3787460997096,143.225692802383
The Hill,12,6624.1428743904935,34.16630815687128,6312.454712819622,40.478180398231906,6272.368962915599,8.69423038572291,5144.1454770760565,9.4294055414228,4011.029267452349,15.581332706667487,3506.8533515828435,42.47333201842176,3195.547257065356,112.6915031803638,2791.371987890785,114.46745298871882,2549.214548758698,161.20300996792972,2641.4635833546827,97.56592694413749,2723.7096926082654,67.44493738167354,2708.5824841119397,34.704096144320836,2724.346733296951,66.52992853432409,2722.8966341889295,56.70779964579888,2900.181217751996,70.42455447197074
The Gate District,31,11568.222080536172,3423.8137557329674,11323.638478069794,4427.206213980824,8927.759903673961,3431.995781334924,4286.6403295509635,4353.539421077219,1993.4828017426605,2633.772034005781,1404.7998090647125,2625.6143582372165,964.9765934058518,2711.6061076647843,934.983673499855,2264.4076837549533,854.2514713706665,2170.899113046645,1010.9896871482679,2089.149702550829,1020.300393274278,2206.0682863165753,1116.28853926476,2079.0861165745628,1138.2980472551108,2137.1811470953267,1153.8026972006055,2234.456518958347,1173.3097777276244,2147.947460007012
College Hill,66,4627.30339128135,65.32955878326452,4262.657193381887,35.637336172414706,3564.782346506576,7.570774177288002,2136.674841269489,803.5117031214503,381.76994415578,1838.8727754674233,166.30572164186492,1660.0178334142417,52.74662406881332,1115.7149604356805,33.4252896083352,669.295819356284,46.806567718800224,664.8566057477943,37.50131921871618,737.7175811747959,63.0702508075157,733.9977618839275,70.91521739848096,604.4233183303018,79.64330116543164,568.1271438224536,75.0071920570855,641.4844197653935,99.99041724329963,566.8560730436874
O'Fallon,68,11830.999883341681,299.55084785932974,11053.796178997929,401.24152702654806,9128.437966971851,1938.689876107529,764.0278849133801,10905.425781372758,161.0239771087827,7337.192136616661,101.72790631390349,6031.651363093212,59.42202433924798,4879.888967455285,51.13181583330785,3731.8533025485135,38.49190749862452,4357.9516891169815,31.227381830214885,4125.187737484512,29.590383080969612,3728.827527203548,23.55155670161142,3640.6808715667057,25.655681527884454,3385.2384532946685,25.527606734358958,3006.1882700401216,22.340190847569747,3182.762695995131
Penrose,69,12931.324871153874,14.750157136402741,12441.447581498343,276.8006395785973,7345.4939928137655,4931.700886391496,813.8446779091263,11424.978138216738,175.4746152356204,9651.719086957095,90.30077062230038,8074.9352888136655,59.442159127531646,6905.645584510165,31.976893687516753,3451.463140784621,52.96688814224149,3749.200739062673,48.90494015090524,3528.10842891927,40.76867888340168,3616.8046746780874,68.82768712470207,3376.6211005817677,70.59965349513209,3243.4130966855932,56.79259882188759,3117.716081106342,62.35871641255385,3128.863864309293
Near North Riverfront,64,23267.36981325034,617.1277357885136,22714.16779108331,924.1599868460755,16359.756887699546,251.0900393793281,10800.029153596948,1561.1164010461566,3809.9540888271586,5943.939447102138,1983.4702308533133,6610.994548166332,892.9777529842634,4970.43875443148,589.9525804667715,4199.082428351329,675.3657118682933,4257.2058315898275,651.363137391723,4464.172723060183,783.5517365481795,4449.836386579442,802.4590385507379,4089.166401151192,755.0651341294755,3954.231833707309,803.7498426823945,4146.391298638381,744.1544420498255,3947.968447852375
Wells Goodfellow,50,22235.586394657796,135.33948223678462,22191.47848197019,132.96416802171206,7236.5820620853965,14300.225456392709,669.7011578504558,20792.73383129017,151.45781564343403,14094.519198625467,108.3241182280951,11535.199524603831,80.07809868043368,8560.045104299043,94.77687326621913,6244.769904998199,137.83727666395538,6101.499894380168,122.71517084353547,6054.3331256439105,112.79933840059348,5486.276801795281,71.74903031246659,5793.474019508788,97.71602406987023,5698.337546085022,96.8808578044364,4972.092445511439,84.92296846015218,4995.281025908179
Mark Twain,71,9322.085093817066,9.00098299828097,9308.085838670291,7.395995173043382,7551.180028030696,164.4641782254915,3191.106127809418,4969.674893846907,255.86660068776823,8166.253565684514,96.15141645152404,6928.555796182392,60.22751364557424,5038.52325203937,42.51953908559751,4299.4568329329395,16.178031411520436,4769.758821392086,15.825327722849938,4668.44470308558,29.456030140458566,4443.139300040748,24.45615512425032,4036.58645238594,60.80321912175828,3969.5117978480134,61.10425706617981,3631.995232972815,70.84323256332786,3379.7346195855675
Mark Twain I-70 Industrial,70,2371.131442308897,3.654292713359764,1988.7963977826532,3.1581725305440655,1743.7938797396084,11.374655026799637,437.32189852948113,939.0804985846713,69.1114074446346,1184.1112201020737,61.639102918904875,1932.4952049637056,326.41441038216544,1296.4494866193313,39.01148355346484,3657.755454000018,123.59699363525874,3942.2137336970145,115.93072953573493,3444.395133858562,80.25973583243187,3698.17553353829,116.0606645569975,3321.9067621647882,110.2143521593455,3241.8532930621272,52.337766275563965,3062.1514889465366,64.12575359629692,3257.8359201560907
Walnut Park East,72,8816.206578022398,1.9183373403120574,9260.318123868685,5.3663179762250595,8202.389588349337,3.0182437174985677,7028.833314453948,1157.7178477240086,689.2127908338366,8128.705535568976,200.70373294379118,6810.808127907529,77.75442598794952,5139.351435489394,52.81145355113079,3986.6105503653152,43.49507358731956,3271.1195035468127,37.41018342626096,3557.1448535979966,28.272863854207763,3590.9175684296724,55.35080021602168,3828.289481325642,37.38777456768887,4056.0027062081026,33.111322755127674,4179.158665819021,33.23027860541955,3606.3759380520364
Walnut Park West,76,4064.405848989488,2.0633171521543954,4750.1408621800365,1.8403293632870503,4868.036659542429,4.145781061160029,3653.931097197326,926.5224588461214,476.0286722745748,5822.952937126039,143.8125672401809,4813.273097588673,44.35840718647965,4126.162749272629,38.085813866489396,3426.7135680322303,55.29440626937313,3709.709081804114,36.487266457824134,3454.7115224412078,25.258231902938526,3412.0262036207578,45.56991788087075,3384.221134107939,50.48264844023736,3216.287011306074,38.56662514688795,3122.8100653391493,34.995310648583555,3407.420743229524
North Pointe,73,4046.2929929556876,1.6479452908717493,5005.427168306027,2.310421854261754,5136.919620938683,1.8643899731120508,4272.088071473786,429.9735772750362,1669.2539822989015,3986.173293695962,864.9727824603028,4107.1010895217005,243.42617482045594,4288.251709870483,116.75155414124092,3849.1131284086355,136.49427224840633,3856.960914288128,130.15074958509987,3591.907140795536,118.95443852737758,3580.7287402147813,107.75330200628834,3560.401115951065,101.24470500025667,3589.0346105563135,79.58991797238956,3546.1748937490706,82.72476068396487,3708.0294850897303
North Riverfront,79,3628.1522223668835,175.26812952992643,3411.5904267118485,153.27671718970785,3011.0574093566147,103.77747529673877,1704.1435785327865,1494.9280716318133,1055.2149365274718,3670.0502902523745,697.5207102870521,3599.0184814914082,377.03889094840673,3798.3421428719785,195.33157832724783,3019.0492090734297,256.37383096288875,3803.532520703991,211.83884344046913,3571.7808149844786,216.92357236065698,3165.1557720441947,229.076296997952,3203.8096971557256,189.0739653642503,2846.014307630465,210.00191599983714,2630.351168681838,231.4819396668938,2561.0617658231636
Baden,74,5662.243072165337,24.965973537959126,7672.300708102954,36.74159391704222,7856.940842364033,24.438888109073098,6807.832027607969,118.89702968060553,3907.255813971484,3206.2540012532563,2192.2088579390816,4668.454439227018,620.4379239158192,6157.6152849351665,298.5055637987186,5632.547304466184,226.68873300373144,5674.380440079885,234.05550198737274,5418.0970279762105,298.9327268753641,5293.652819483419,284.00542955339625,4963.372789931924,259.65288898533095,5142.173012851265,253.6997718040431,5176.085573831887,284.51744880081594,5218.07972277106
Riverview,75,678.8389749823875,12.449042691154895,745.6511299887613,5.1323086626561745,822.635759928604,1.46637390361605,763.980803783962,0,749.3170647478165,233.1534506749566,482.95283849928455,292.3901221034825,211.48653992363577,535.6683294951605,127.76680790611775,720.1069087430762,158.88479837035845,891.438903299131,133.2582179880426,786.0038297261742,138.0174400590441,677.6400041095242,146.80369619012382,687.8906362624506,111.29257766034326,636.6374754978189,116.05179973134477,604.7872970226548,135.4547820208125,520.5856757664741
DeBaliviere Place,47,4861.183438468262,117.09469978066255,5139.030947250003,82.65045074871088,4457.331882632441,93.27713281561178,1949.965436049873,2165.899985466349,1078.2326489713475,1311.7605440096645,1521.888286162223,1200.520134351841,1377.6355692391335,915.154432645803,1500.2897901876713,715.8073574101144,1536.7044379483355,645.6267829578136,1471.273562843717,779.8046685596058,1471.5742796181153,851.9719820212891,1367.0490210393846,832.9025963992824,1557.8213918499223,837.8623637504703,1666.3809952132299,730.8099645888207,1523.973191073499,778.6337607856343
Skinker DeBaliviere,46,8870.66289907634,120.01047744238494,8859.424691567816,60.69804141957462,7619.18141181087,56.95736571277646,2851.244127865345,4907.936895296381,1785.5822208061713,2990.691471534064,2180.2025797816823,2455.24815332727,2084.783000667255,1910.7872696378286,2190.413348648434,1506.186674018326,2123.8962887892817,1375.4216149976787,2293.733926634771,1538.2951292662476,2425.716090125769,1554.4279950852424,2457.6215760372997,1697.2816799737702,2538.3310529625655,1502.0404399651568,2417.0754659689665,1629.0358758841494,2193.0577622902074,1586.6748156660105
Downtown,35,5054.044105365178,918.4969696778415,4402.278195574841,1092.9627588836152,2352.381686275669,761.8870159957456,1469.3391023866375,604.675478478488,923.53065513167,197.02160981245186,795.6106708640256,510.13909126636094,544.6090534916216,685.5549525886069,2158.097982640551,2318.4818029583653,1643.373232381578,1697.2282251790277,1973.1385262154581,2196.0775949354083,2202.4503487366073,2452.3777258035275,2188.4473701759784,2253.6770332156807,2143.705743954224,2635.138141928285,2343.766161863957,2773.5983228889086,2263.7051168501253,2809.7975086574565
