year,countyID,tractID,pop70
1970,510,1114,7357
1970,510,1115,5914
1970,510,1121,7128
1970,510,1122,6085
1970,510,1123,6166
1970,510,1124,5261
1970,510,1131,6256
1970,510,1132,3079
1970,510,1133,1178
1970,510,1134,1420
1970,510,1141,11028
1970,510,1142,6534
1970,510,1143,7620
1970,510,1151,4612
1970,510,1152,3804
1970,510,1153,7177
1970,510,1154,3999
1970,510,1155,7447
1970,510,1156,6368
1970,510,1157,5021
1970,510,1161,4083
1970,510,1162,7011
1970,510,1163,8597
1970,510,1164,6519
1970,510,1165,6230
1970,510,1171,3052
1970,510,1172,10877
1970,510,1173,7283
1970,510,1174,7554
1970,510,1181,3815
1970,510,1182,4757
1970,510,1183,591
1970,510,1184,1703
1970,510,1185,3623
1970,510,1191,7937
1970,510,1192,5533
1970,510,1193,6164
1970,510,1201,4576
1970,510,1202,3908
1970,510,1203,7509
1970,510,1211,4235
1970,510,1212,6752
1970,510,1213,11124
1970,510,1214,984
1970,510,1221,2737
1970,510,1222,270
1970,510,1224,7043
1970,510,1231,8097
1970,510,1232,4430
1970,510,1233,6289
1970,510,1234,5576
1970,510,1235,50
1970,510,1241,7528
1970,510,1242,5715
1970,510,1243,7522
1970,510,1244,637
1970,510,1245,2595
1970,510,1251,2397
1970,510,1252,6080
1970,510,1253,587
1970,510,1254,1350
1970,510,1261,5707
1970,510,1262,1347
1970,510,1263,3897
1970,510,1264,2280
1970,510,1265,2851
