year,countyID,tractID,pop70
1970,189,2101,5704
1970,189,2102,9390
1970,189,2103,4693
1970,189,2104,4826
1970,189,2105,11219
1970,189,2106,8779
1970,189,2107,10498
1970,189,210801,9132
1970,189,210802,12119
1970,189,210901,3431
1970,189,210902,8162
1970,189,210903,9679
1970,189,2110,10971
1970,189,2111,14910
1970,189,2112,12228
1970,189,211301,10735
1970,189,211302,5970
1970,189,211303,16504
1970,189,2114,7227
1970,189,2115,4897
1970,189,2116,9183
1970,189,2117,5241
1970,189,2118,9866
1970,189,2119,3554
1970,189,2120,15635
1970,189,2121,10090
1970,189,2122,11203
1970,189,2123,5111
1970,189,2124,2986
1970,189,2125,6702
1970,189,2126,6720
1970,189,2127,10934
1970,189,2128,6772
1970,189,2129,7192
1970,189,2130,2020
1970,189,213101,10170
1970,189,213102,3603
1970,189,213201,7002
1970,189,213202,7405
1970,189,2133,10639
1970,189,2134,10511
1970,189,2135,7117
1970,189,2136,7941
1970,189,2137,8841
1970,189,2138,8987
1970,189,2139,4615
1970,189,2140,2029
1970,189,2141,2032
1970,189,2142,4391
1970,189,2143,6491
1970,189,2144,7842
1970,189,2145,4584
1970,189,2146,12644
1970,189,2147,9939
1970,189,2148,8016
1970,189,2149,6174
1970,189,215001,2299
1970,189,215002,5579
1970,189,215003,5725
1970,189,215101,7015
1970,189,215102,5446
1970,189,215103,3246
1970,189,215104,4877
1970,189,215105,1936
1970,189,215201,3261
1970,189,215202,4563
1970,189,215203,6379
1970,189,215301,4185
1970,189,215302,3517
1970,189,2154,6483
1970,189,2155,6224
1970,189,2156,5893
1970,189,2157,7371
1970,189,2158,8655
1970,189,2159,9648
1970,189,2160,2778
1970,189,2161,7303
1970,189,2162,10554
1970,189,2163,5945
1970,189,2164,6544
1970,189,2165,3915
1970,189,2166,3396
1970,189,2167,5610
1970,189,2168,4796
1970,189,2169,3329
1970,189,2170,4314
1970,189,2171,1714
1970,189,2172,3428
1970,189,2173,3758
1970,189,2174,6719
1970,189,2175,6628
1970,189,2176,9157
1970,189,217701,3174
1970,189,217702,4449
1970,189,217801,2032
1970,189,217802,7797
1970,189,217803,12024
1970,189,217901,8515
1970,189,217902,4885
1970,189,218001,2267
1970,189,218002,994
1970,189,2181,3662
1970,189,2182,4871
1970,189,2183,5175
1970,189,2184,9588
1970,189,2185,6178
1970,189,2186,3248
1970,189,2187,1609
1970,189,2188,6891
1970,189,2189,7275
1970,189,2190,1590
1970,189,2191,5446
1970,189,2192,3270
1970,189,2193,2578
1970,189,2194,7048
1970,189,2195,7834
1970,189,2196,5897
1970,189,2197,6878
1970,189,2198,9052
1970,189,2199,7860
1970,189,2200,10503
1970,189,2201,10476
1970,189,2202,8250
1970,189,2203,2084
1970,189,220401,14716
1970,189,220402,3755
1970,189,2205,14782
1970,189,220601,5594
1970,189,220602,6706
1970,189,220701,2937
1970,189,220702,5055
1970,189,220703,3071
1970,189,220801,7031
1970,189,220802,5265
1970,189,220803,6418
1970,189,2209,3703
1970,189,2210,4779
1970,189,2211,1970
1970,189,221201,1553
1970,189,221202,6055
1970,189,221301,7192
1970,189,221302,6925
1970,189,221303,3797
1970,189,221401,3886
1970,189,221402,4762
1970,189,2215,5787
1970,189,2216,4768
1970,510,1011,4166
1970,510,1012,4436
1970,510,1013,5836
1970,510,1014,4138
1970,510,1015,4516
1970,510,1016,1345
1970,510,1017,4441
1970,510,101799,36
1970,510,1021,3564
1970,510,1022,8274
1970,510,1023,2771
1970,510,1024,3174
1970,510,1025,2514
1970,510,1031,4419
1970,510,1032,4857
1970,510,1033,1209
1970,510,1034,2967
1970,510,1035,1049
1970,510,1036,2145
1970,510,1037,3743
1970,510,1041,4439
1970,510,1042,5716
1970,510,1043,2829
1970,510,1044,668
1970,510,1051,4538
1970,510,1052,6731
1970,510,1053,6730
1970,510,1054,5358
1970,510,1055,7850
1970,510,1061,9939
1970,510,1062,7210
1970,510,1063,8325
1970,510,1064,6436
1970,510,1065,7337
1970,510,1066,7162
1970,510,1067,7589
1970,510,1071,1385
1970,510,1072,2553
1970,510,1073,6640
1970,510,1074,5891
1970,510,1075,5480
1970,510,1076,4168
1970,510,1077,6727
1970,510,1081,3952
1970,510,1082,2876
1970,510,1083,2814
1970,510,1084,1078
1970,510,1085,1778
1970,510,1091,6918
1970,510,1092,401
1970,510,1093,3910
1970,510,1094,2613
1970,510,1095,3073
1970,510,1101,7446
1970,510,1102,7103
1970,510,1103,7324
1970,510,1104,6923
1970,510,1105,6209
1970,510,1111,9109
1970,510,1112,7878
1970,510,1113,6674
