NHD_NAME,NHD_NUM,pop40,pop50,pop60,pop70,pop80,pop90,pop00,pop10,pop11,pop11_m,pop12,pop12_m,pop13,pop13_m,pop14,pop14_m,pop15,pop15_m,pop16,pop16_m,pop17,pop17_m
College Hill,66,4692.632950064614,4299.014864173268,3573.4513549787202,3067.5198301889523,2239.4006704173353,1838.7533336538656,1190.611454371007,724.5495761241931,751.2269936484363,128.21824314825548,829.0300296899271,137.97878760901278,803.8042097045517,124.04995734379173,679.7108353087621,126.69303973981654,652.4333199997753,104.05150041108394,724.6522123243016,126.34893149556933,671.8039267929364,122.0096617648972
O'Fallon,68,12130.55073120101,11455.315343810102,11072.685027039917,12059.185630520136,7513.47404709637,6148.2444436347905,5000.361202064674,3879.242919987673,4418.13817870338,668.031083157716,4192.462961224507,606.0826603379944,3789.3487452547524,569.2580217055917,3686.6724884716514,626.8030541865986,3439.3203387870763,640.7894835354793,3071.247812054915,541.6728417822675,3222.4423975865575,592.437127690425
Penrose,69,12946.075028290277,12723.283759045376,12281.84948389483,12770.065233290512,9851.51015662466,8177.191820629279,7071.906192068873,3545.223172581967,3847.153301733469,563.9865819650049,3626.704154581024,549.31979484941985,3699.5683552433334,575.0700174518329,3499.5510477870666,508.83117848342886,3372.4952335306343,505.23787845611326,3229.242871275159,456.34053827566237,3233.0231337508026,442.0692603537822
Near North Riverfront,64,23884.497549038853,23642.223713203788,16622.04195448898,12772.215151083656,9855.498452591337,8673.000538089827,6002.87626514546,4918.816571913807,5137.722914489973,912.0029898648713,5301.670470055008,984.5429519453116,5286.648644286544,878.8225564350015,4913.275356967832,867.4118577093151,4741.3641296470505,700.3380387592557,4993.576492577845,707.9529667383216,4723.169411890109,695.587064488607
Wells Goodfellow,50,22370.92587689458,22334.76491042106,21588.107252928872,22263.611235793782,14310.882766809906,11681.160410524199,8741.368437279574,6467.5392959911305,6287.457541900125,1207.0998366666788,6199.143515017692,1176.9484327515831,5615.17990856026,1058.7939932906404,5899.809872163334,1029.335627382735,5871.819524971798,920.9495718949204,5160.595432434839,1006.7932354344302,5171.920957172436,968.0550581486026
Mark Twain,71,9331.086076815349,9315.491339314545,7719.6666728150185,8625.656981596603,8441.4018364309,7043.82151603316,5164.685073811415,4391.634554745768,4839.732811110248,959.9229860631311,4707.909616321666,815.448859359871,4495.057120492137,715.2805246559191,4085.395102436592,695.4279494896791,4079.34190141862,539.2028382939412,3719.069592035415,511.13524337803625,3470.8684079948607,589.5680922946837
Mark Twain I-70 Industrial,70,2374.785735022257,1994.401055037671,1755.1712909426215,1402.1712984357648,1257.1765992413837,2004.5111036226474,1654.5299085590702,3760.999407852529,4122.149757464399,521.8477528853473,3624.901490908658,481.94839288611826,3860.826992375038,605.0785399110343,3518.1434005815804,458.80240762270773,3442.6456171721366,616.0602639356907,3158.192665273416,527.1151129697275,3350.9165512324225,529.6129698991147
Walnut Park East,72,8818.124915362709,9267.03585978963,8213.385999897704,8396.984819209812,8839.771226123292,7021.2099101904005,5286.193467507924,4121.2602052680095,3335.8573315523386,621.2875457556099,3633.594324692564,571.3624435038241,3646.421989556759,671.3966550785319,3923.693003583729,681.6368478866165,4115.560580068029,636.7605157246394,4246.1733801045375,740.1510809521463,3693.505231678336,577.3945411400134
Walnut Park West,76,4066.469166141642,4752.1645524804835,4876.328221664749,4720.293920469875,6323.815638314673,4978.93185645722,4218.343317023756,3507.085945515959,3772.705930452461,640.7496410703692,3506.1199033843104,537.7065212284871,3456.332465677622,406.47772382022737,3449.000250322541,370.6526788794001,3288.7935985070208,347.461253261525,3216.942950873044,338.56003341154224,3501.2894582502277,303.5576313392948
North Pointe,73,4047.940938246559,5008.213502744388,5144.92267783742,4814.596599014329,5684.000113400345,4999.84888226364,4586.122660351059,4016.162227903436,4002.270430165635,526.6720400721481,3760.211298733996,566.4217946167541,3738.423320113543,525.0895106992031,3705.561683605639,504.77685961345077,3735.392330366269,487.4597111113388,3689.261225204757,454.44090377443734,3857.5952838164094,465.8102453891343
North Riverfront,79,3803.42035189681,3564.8743644473097,3115.188805860503,3293.993833267997,4744.0435975578885,4312.140050503377,4245.0556886996565,3334.05078660647,4134.7106381180565,554.9081219804245,3858.6020602889166,426.48948696598296,3456.2971888346237,397.1451340911184,3456.018559385458,449.33715228548084,3054.4985650918875,483.36050040535076,2871.3411157247156,400.0341118116601,2829.5133129803603,392.56924581591795
Baden,74,5687.209045703296,7709.566389435896,7888.09464809662,7083.402282448453,7160.1108613876695,6908.749773775411,6868.525438061473,6049.873955424504,5956.446009253428,746.6823648795663,5717.258006408847,829.6197358365152,5648.050022762757,814.9009392426542,5298.441450811313,774.0975586862792,5465.6280213507,720.1468693858739,5516.136001801968,749.3224747328206,5633.596388002513,793.8943310839979
Riverview,75,691.2880176735424,750.7834386514176,824.10213383222,790.3755340490509,988.3360110372374,783.3436853369419,770.5720641508252,904.252193490289,1068.2623079371106,113.12304768765154,930.6109618835281,112.39085967672821,827.738546348803,78.34411716879427,840.5518365399608,93.72006539818379,751.224899207317,99.94366349103193,724.1339428031545,99.21147548010862,668.4876539729828,79.80849319064089
DeBaliviere Place,47,4978.278138248924,5243.243821834358,4581.57873172738,4337.204666447319,2417.438797504193,2790.2295468789557,2500.2069760056293,2460.885427441745,2448.858480921908,209.41615548728458,2479.0057682713978,228.99194141382318,2541.68552118282,266.3754995434415,2373.84115381148,269.2102582360428,2574.6037690668213,285.02943188477906,2640.7245149870273,259.42266575019863,2487.1130126278185,271.4720858436219
Skinker DeBaliviere,46,8990.673376518725,8920.691818509944,7725.99482276136,8136.861345132245,4859.980221480185,4752.421635113723,4368.677559602703,4203.502950103335,3942.816695684594,366.16635217762774,4314.467356728523,378.00401887975653,4487.103079124562,461.08714906994766,4512.644177173396,443.5894543906449,4476.683278299668,414.2522563063101,4542.059715438183,409.7105936588599,4285.842373049028,399.0587518606213
Downtown,35,5972.54107504302,5498.511000585869,3134.5487400992315,2148.056392493362,1136.3584142910556,1327.1739016249016,1291.8621298376456,4861.854745982894,3536.9002061956503,413.74623837183384,4362.898545660616,486.76166975869495,4851.257159793368,500.9134819311817,4747.105877939643,546.0894569689153,5063.536027025315,542.9480236799973,5474.2746701819915,647.3706053911967,5584.603359667933,733.085244699538
