year,countyID,tractID,pop80
1980,189,2101,6622
1980,189,2102,6899
1980,189,2103,4153
1980,189,2104,4191
1980,189,2105,9971
1980,189,2106,7513
1980,189,2107,14445
1980,189,210802,14620
1980,189,210803,5194
1980,189,210804,7065
1980,189,210901,6890
1980,189,210902,12736
1980,189,210903,9427
1980,189,2110,9352
1980,189,2111,12883
1980,189,2112,10149
1980,189,211301,8330
1980,189,211302,6836
1980,189,211303,14978
1980,189,211401,5158
1980,189,211402,2019
1980,189,2115,4586
1980,189,2116,7800
1980,189,2117,4559
1980,189,2118,9605
1980,189,2119,5593
1980,189,2120,12358
1980,189,2121,9279
1980,189,2122,10695
1980,189,2123,5627
1980,189,2124,2711
1980,189,2125,5427
1980,189,2126,5066
1980,189,2127,9779
1980,189,2128,4744
1980,189,2129,5539
1980,189,2130,856
1980,189,213101,8798
1980,189,213102,3206
1980,189,213201,7467
1980,189,213202,7459
1980,189,2133,9015
1980,189,2134,8654
1980,189,2135,5876
1980,189,2136,6088
1980,189,2137,7352
1980,189,2138,8847
1980,189,2139,2874
1980,189,2140,1183
1980,189,2141,1971
1980,189,2142,4236
1980,189,2143,4803
1980,189,2144,6148
1980,189,2145,3678
1980,189,2146,9898
1980,189,2147,8311
1980,189,2148,6578
1980,189,2149,6548
1980,189,215001,3016
1980,189,215002,6757
1980,189,215003,4662
1980,189,215101,10145
1980,189,215102,5194
1980,189,215103,3027
1980,189,215104,9553
1980,189,215105,1999
1980,189,215201,6272
1980,189,215202,6444
1980,189,215203,9994
1980,189,215301,4267
1980,189,215302,3463
1980,189,2154,5666
1980,189,2155,5055
1980,189,2156,5198
1980,189,2157,7733
1980,189,2158,7546
1980,189,2159,9120
1980,189,2160,2363
1980,189,2161,6966
1980,189,2162,9010
1980,189,2163,5577
1980,189,2164,5576
1980,189,2165,3408
1980,189,2166,2884
1980,189,2167,4529
1980,189,2168,4103
1980,189,2169,2823
1980,189,2170,3810
1980,189,2171,1372
1980,189,2172,2955
1980,189,2173,3156
1980,189,2174,4523
1980,189,2175,5925
1980,189,2176,7786
1980,189,217701,5560
1980,189,217702,7231
1980,189,217802,8694
1980,189,217804,9775
1980,189,217805,7512
1980,189,217806,5955
1980,189,217807,7124
1980,189,217902,10567
1980,189,217903,8684
1980,189,217904,7042
1980,189,218001,7916
1980,189,218002,5361
1980,189,2181,3279
1980,189,2182,4505
1980,189,2183,4408
1980,189,2184,9080
1980,189,2185,4985
1980,189,2186,2848
1980,189,2187,1728
1980,189,2188,6035
1980,189,2189,6098
1980,189,2190,1355
1980,189,2191,4417
1980,189,2192,2715
1980,189,2193,2265
1980,189,2194,5942
1980,189,2195,6538
1980,189,2196,5071
1980,189,2197,6502
1980,189,2198,8264
1980,189,2199,6637
1980,189,2200,9546
