NHD_NUM,NHD_NAME,pop10,pop11,pop11_m,pop12,pop12_m,pop13,pop13_m,pop14,pop14_m,pop15,pop15_m,pop16,pop16_m,pop17,pop17_m
53,Fountain Park,1655.2496983592837,1734.7841300151263,318.9571710629549,1773.5023963383462,342.824998144222,1699.337288993386,317.92540950846677,1733.8107537364199,297.13907661866983,1433.7283078572652,274.55737901044847,1324.4276478560128,255.23779469092676,1348.0383594490622,291.5210301847315
59,Jeff Vanderlou,6496.415328702112,5746.660248889554,1191.4787670314743,5811.611565632835,1183.2434210881024,5675.011095455194,1167.823649276974,6200.442571541038,1042.009093441446,5776.537518944585,870.2927209997583,5581.019608147339,811.0115774862921,5501.325275000529,989.2810354657595
57,The Ville,1775.815085335482,1860.2357923452576,372.87324660382683,1772.1042400515457,367.4817787878038,1503.3484079453658,290.4220745611979,1434.438498519824,269.1933890317404,1536.2844222170993,263.9351061508502,1532.1953779655853,258.4890511048385,1470.3139672399827,266.9780364127792
51,Academy,2613.765104390553,2667.2174892861285,534.8589141214708,2900.529751261214,599.1369403382366,2950.446648985158,525.8065480376767,2733.50720343858,445.102418244804,2645.5144439136216,382.4517229426477,2623.1408423964513,442.44609990684864,2372.5518908490785,395.3579992916516
65,Hyde Park,1600.3786839447375,1832.0058581119042,444.0293016526133,1810.507302812318,457.75731904663553,1823.9580149065566,408.05899783153836,1880.4519878510791,405.0875392569028,1599.8269562910814,271.0620042035408,1719.6531621350896,300.1692111176538,1650.6739273672183,307.25373332541267
83,Fairground Park,703.1759362702021,697.3864463164464,168.1159134402967,672.5489273440951,160.5265180933669,709.7583947575022,137.6549084011981,681.2395948518277,117.00820192206088,456.7071639623066,69.97839912356267,467.7297472215185,77.9907405309253,482.1128133604929,75.79721174092242
48,West End,7022.473994802695,6731.315942863703,983.4085555055805,6951.35915712742,882.419745447766,7182.3916723133725,975.5585025346924,7266.972909767912,978.4597972075262,7141.814492680723,963.7143998982538,7149.099361124317,973.5231725055465,7357.460818684625,1007.0742748888728
56,Greater Ville,5658.338153921374,5895.720288125299,992.7056611369513,5826.574444253908,1126.634753944781,5426.807960749089,1006.0357426150878,5049.392773630017,879.2351607263084,4842.808921188503,874.3661499090002,4832.689653732944,809.2145422497205,4758.335678326568,817.4871481120927
67,Fairground Neighborhood,963.5159128107631,959.7421254285264,224.2792939408476,940.0312797498276,216.2362222936338,982.6573642551134,186.18476459415575,930.7948426092714,161.2500591450732,650.7669028199666,100.23934579425462,674.2772652173787,113.18470084567876,684.7216426635496,109.86550336238393
78,Hamilton Heights,3064.924279697969,2828.098745928435,555.1652828403694,2586.0660445707395,506.6356636176889,2712.7952052630512,483.11941439358276,2445.9557131002307,380.10914784324746,2336.039785988452,336.6495571092916,2462.9792256242567,314.24544071117435,2432.041688765101,393.83783840656895
55,Kingsway East,3561.086060911832,3565.0060257594237,434.4315344278163,3424.673928128889,636.9070067488345,3155.143489930936,529.9697952825195,3149.3947208800428,547.2127094395422,3004.023281536411,563.8631128490587,3159.3499392286494,577.0307504293423,3207.2074593907787,435.3630544314819
52,Kingsway West,2839.121134745022,2810.5696511410365,437.99382347354305,2676.952630161627,380.24699853359203,2662.9968514900816,366.931741689292,2790.2495129112813,386.84255553541664,2652.754705666957,366.905688834002,2379.4510675467154,386.4330142808834,2434.2339623247226,441.15578661482937
2,Patch,3525.674054110398,3601.90074479581,408.22363540349545,3681.2881359772728,475.15631989060887,3708.9912790327135,485.27173274429924,3954.1761932655654,516.6490282213031,4095.7464134776737,588.6353698298553,3991.8351027821873,614.7937965248456,3902.4498323633184,580.2525611074655
80,Carondelet Park,1603.749594834153,1669.9369782175813,106.17046171342085,1555.2969525206718,96.92183527112122,1562.3069811236335,99.5060540237531,1515.3503093547586,96.54841401806591,1494.2958067429572,130.19696722438115,1469.1451758803871,137.59522681194153,1485.7866277865244,120.58112649425094
1,Carondelet,7948.606547929863,8053.0630481262315,1024.0713863945716,8130.98472677387,1071.296276195146,7984.9703298650775,1050.8395488440112,8254.888635716527,1032.687310154726,8752.960764323261,1035.6131842305424,8457.091011040358,1081.0922989609096,8459.57527038307,1088.104455163377
3,Holly Hills,2456.8927434539105,2519.0699676104955,183.08027133433154,2380.837603225936,168.72571649830095,2406.954494634559,177.97029237663216,2373.403184975756,178.11196874140336,2341.304690839698,225.23332963805635,2335.994539946027,237.81191549556175,2379.7298245210422,214.79059749032177
4,Boulevard Heights,8658.266603982456,8475.733373859497,772.7057622713776,8797.440938868825,891.1236827200448,8677.598771993828,809.7771281138241,8993.359045847612,818.884083806627,9031.530039659438,853.1954027786958,9135.218457769093,772.4091441684018,9313.243596716868,770.2725957585748
17,Mount Pleasant,4333.926762313233,4434.293699061483,606.9382744817765,4927.339050488156,585.9352414799811,4293.621073650266,575.7248025709413,4176.951942223383,532.9758378747333,3959.267780300453,481.09392078010205,3955.6903399935054,505.85492079454997,3606.462365430569,515.4480676668942
6,Princeton Heights,5579.123769657937,5664.801483318148,442.4348400212154,5767.405367037769,379.57347994922105,5909.784015969852,448.77530490341337,5893.415098568067,440.69149389236617,5862.445436831838,427.52086173322897,5616.436815197912,436.01446308629806,5495.318934822498,396.84132667241283
8,St. Louis Hills,7487.775167284481,7650.893230633133,517.0803001372742,7620.021990874297,465.9908252302094,7791.59642826789,531.00561855672,7615.841678315272,547.1915306579485,7532.770980516932,493.6436844844856,7480.450547559234,553.3605817112737,7484.492703009393,584.7486963535263
88,Wilmore Park,2037.3224299268054,2060.6326183099122,176.87019430400395,2097.9837647717313,138.68798921684353,2152.248017995371,146.1409005207918,2166.051894496846,170.68006224279236,2083.087896314779,180.1039522329803,2024.911178727137,167.4859603434352,1969.2165300183672,156.10087754406825
16,Dutchtown,15340.180167324168,16054.947992858823,2093.5470487202506,15260.04606540856,2075.669215106493,15982.141515729683,2253.866281163205,16560.939850579914,2273.6323755017047,16812.852447931225,2048.7909559270565,16333.098826349238,2226.9168059358058,16783.739621075758,2468.646124842676
5,Bevo Mill,10898.37083431798,10796.9969760089,1018.6737643188445,10619.655098541127,990.4382988051652,10681.430904057828,1031.1569210478185,10976.29645377675,1135.0547165457888,11068.159863787776,1163.2263548544875,11077.180652973037,1111.4218478515654,11405.514011709534,1095.9822106760996
7,Southampton,7252.560155559293,7337.131362907836,671.5483701737696,7170.456990674726,682.3569123154565,7334.4736964412605,604.0125176708478,7091.620947547084,589.7693289823803,7075.7063864955635,549.5887595103509,6952.902359481261,461.2468608650842,6745.859037260713,467.5881193593485
18,Marine Villa,2739.038989928633,2791.3539838962874,384.38456591847233,2657.6113463153783,381.79204595748627,2704.753415096747,416.6456236620447,2789.8995019764984,343.32826571238485,2775.1035534401444,296.20386728143745,2712.6632950890066,343.2034668439489,2798.3825531872603,355.7280518250055
19,Gravois Park,5246.7882771964105,5747.600820087006,759.0555964256992,5341.732556654073,681.2122580557531,5580.940954194317,719.0920750042033,5927.1600042806085,786.1475993792488,5661.524613594647,725.3098706664625,5756.554827543937,720.1437112664715,5216.738017233959,824.7824698865868
14,North Hampton,7675.439292558265,7513.413602029709,772.1398739050131,7735.021305474433,759.1757022980488,7634.305851787588,837.2633666761263,7649.44199143995,815.4160782449625,7819.099534861419,746.7482713370694,7771.079881310583,708.7806294861572,7559.67223066481,732.4686182100261
30,Benton Park West,4398.768051386023,4757.397719892662,624.5945281608532,4760.689337798819,651.2499818345633,4698.834589457559,635.9809818820638,4579.612931507951,593.2929229399866,4664.475803782883,663.123305727198,4839.17637104669,665.2070369311589,4820.537097395036,624.8922226202556
15,Tower Grove South,11965.312143418261,12280.149702866573,1749.1856345839549,12407.141458152131,1662.7529908418508,12254.104653441012,1538.007219431373,12287.036115463907,1625.6601112457597,12328.25342740813,1401.7838481739507,12300.531799485276,1393.741252609441,12321.599678032828,1387.5904633711073
9,Lindenwood Park,9549.737238713153,9696.329625418477,884.39908768858,9356.486929776709,761.6432910016001,9278.483384380972,815.0200032433225,9330.999238617715,792.5404305672503,9469.939302948116,730.545402824741,9441.466076147059,768.6239783097149,9369.858683424032,738.7386662721547
